,dataset,num_epochs,aug,train,group,log_suffix,Train_MSE,test_MSE,test_equivar_err,val_MSE,method
30,Inertia,1000,,300,SO[3],trial30/,0.017703058198094368,0.2668967038393021,2.8073252167359897e-07,0.20706775039434433,EMLP-SO(3)
31,Inertia,900,,1000,SO[3],trial31/,0.007282132050022483,0.06268060579895973,2.1876085298799808e-07,0.06893861293792725,EMLP-SO(3)
32,Inertia,300,,3000,SO[3],trial32/,0.00880052304516236,0.024685862846672534,3.896705607076001e-07,0.029676751233637333,EMLP-SO(3)
33,Inertia,90,,10000,SO[3],trial33/,0.01091985460370779,0.016566416807472707,2.5563066685663216e-07,0.017303180415183306,EMLP-SO(3)
34,Inertia,30,,30000,SO[3],trial34/,0.01321657986069719,0.01450992738828063,3.51760050421035e-07,0.014053845778107643,EMLP-SO(3)
35,Inertia,1000,,30,O[3],trial35/,0.007363615091890097,3.9521676301956177,2.950935282797218e-07,4.383532285690308,EMLP-O(3)
36,Inertia,1000,,100,O[3],trial36/,0.006526612211018801,1.9872914671897888,2.1799697691449182e-07,1.0651976466178894,EMLP-O(3)
37,Inertia,1000,,300,O[3],trial37/,0.012819268740713596,0.23267366886138915,2.0589363458611842e-07,0.20434065163135529,EMLP-O(3)
38,Inertia,900,,1000,O[3],trial38/,0.00912167364731431,0.1692343581467867,1.8373565069396136e-07,0.14994587749242783,EMLP-O(3)
39,Inertia,300,,3000,O[3],trial39/,0.010904411630084118,0.026127871684730054,2.2940122335057822e-07,0.028993962332606316,EMLP-O(3)
40,Inertia,90,,10000,O[3],trial40/,0.011720021395012737,0.016513495426625013,2.2761211937449843e-07,0.01615761313587427,EMLP-O(3)
41,Inertia,30,,30000,O[3],trial41/,0.011128200326735775,0.012027144711464644,1.940217657647736e-07,0.011603472288697958,EMLP-O(3)
0,ParticleInteraction,1000,,30,SO13p,trial0/,0.00500550027936697,0.5183407604694367,0.0003981353365816176,0.5145076662302017,"EMLP-SO$^+$(1,3)"
1,ParticleInteraction,1000,,100,SO13p,trial1/,0.0008431625901721418,0.017650318145751954,3.876225918020282e-07,0.011109874118119478,"EMLP-SO$^+$(1,3)"
2,ParticleInteraction,1000,,300,SO13p,trial2/,0.00011496831575641409,0.0025262303999625145,0.0022440007887780666,0.005380929913371801,"EMLP-SO$^+$(1,3)"
3,ParticleInteraction,900,,1000,SO13p,trial3/,0.00010513541565160267,0.0003341991017805412,0.0014254124835133553,0.00031184729596134275,"EMLP-SO$^+$(1,3)"
4,ParticleInteraction,300,,3000,SO13p,trial4/,0.00011379920761100948,0.00021257270564092323,0.00060417375061661,0.00016068547847680748,"EMLP-SO$^+$(1,3)"
5,ParticleInteraction,90,,10000,SO13p,trial5/,9.482119130552747e-05,0.00015290933661162853,3.077190768863147e-07,8.010398960323073e-05,"EMLP-SO$^+$(1,3)"
6,ParticleInteraction,30,,30000,SO13p,trial6/,0.00022176759084686638,0.00024359827511943877,0.0009394071239512414,0.00023585779126733541,"EMLP-SO$^+$(1,3)"
7,ParticleInteraction,1000,,30,SO13,trial7/,0.0013272261712700129,0.4651787728071213,0.02693065721541643,0.43595972657203674,"EMLP-SO(1,3)"
8,ParticleInteraction,1000,,100,SO13,trial8/,0.0005412297905422747,0.0077931246720254425,5.565884464431292e-07,0.008438790449872613,"EMLP-SO(1,3)"
9,ParticleInteraction,1000,,300,SO13,trial9/,0.00014678774459753186,0.002488900697790086,0.004414183786138892,0.0027867074823006988,"EMLP-SO(1,3)"
10,ParticleInteraction,900,,1000,SO13,trial10/,0.0001085270159819629,0.00036870385374641044,7.192857265181374e-05,0.00042544167081359774,"EMLP-SO(1,3)"
11,ParticleInteraction,300,,3000,SO13,trial11/,0.00014367917659304416,0.00023096253717085345,0.0014285098877735436,0.0001823525526560843,"EMLP-SO(1,3)"
12,ParticleInteraction,90,,10000,SO13,trial12/,0.00015249510615831242,0.00019672531489050015,0.0013160560047253966,0.0001567726649227552,"EMLP-SO(1,3)"
13,ParticleInteraction,30,,30000,SO13,trial13/,0.00013588887910979489,0.00016493510629516094,0.0006940373568795621,0.00016925439558690414,"EMLP-SO(1,3)"
14,ParticleInteraction,1000,,30,O13,trial14/,0.004397982731461525,0.5243898659944535,1.1803896086348686e-05,0.5258815884590149,"EMLP-O(1,3)"
15,ParticleInteraction,1000,,100,O13,trial15/,0.0005057481466792524,0.006733835861086846,0.006528392666950822,0.009062614524737,"EMLP-O(1,3)"
16,ParticleInteraction,1000,,300,O13,trial16/,9.162871720036492e-05,0.0019885312824044375,0.0029050977900624275,0.002036472666077316,"EMLP-O(1,3)"
17,ParticleInteraction,900,,1000,O13,trial17/,6.371015479089692e-05,0.0002947211352875456,0.001337182882707566,0.00046976536395959556,"EMLP-O(1,3)"
18,ParticleInteraction,300,,3000,O13,trial18/,0.00012122373300371692,0.00018326880963286384,0.0005795338947791606,0.00017872177704703063,"EMLP-O(1,3)"
19,ParticleInteraction,90,,10000,O13,trial19/,0.0001863707548181992,0.00029771315312245863,0.00020229033543728292,0.00015580750914523378,"EMLP-O(1,3)"
20,ParticleInteraction,30,,30000,O13,trial20/,0.00015137142969858056,0.00017201016380568034,1.6015902474464383e-05,0.00017671649402473122,"EMLP-O(1,3)"
21,ParticleInteraction,1000,,30,SO13p,trial21/,0.027411222457885742,0.4960767447948456,0.033146330155432224,0.4450324922800064,"EMLP-SO$^+$(1,3)"
22,ParticleInteraction,1000,,100,SO13p,trial22/,0.0007322277524508536,0.010609201155602932,0.002692030626349151,0.01246974803507328,"EMLP-SO$^+$(1,3)"
23,ParticleInteraction,1000,,300,SO13p,trial23/,0.00010912668949458748,0.0014212938374839723,3.0283442356449086e-05,0.001868591149104759,"EMLP-SO$^+$(1,3)"
24,ParticleInteraction,900,,1000,SO13p,trial24/,0.00010735814066720195,0.0004325732326833531,2.9926203524155426e-06,0.0006222546799108386,"EMLP-SO$^+$(1,3)"
25,ParticleInteraction,300,,3000,SO13p,trial25/,0.0001307340559530227,0.00016317851695930586,0.00019763564341701567,0.00022303801961243153,"EMLP-SO$^+$(1,3)"
26,ParticleInteraction,90,,10000,SO13p,trial26/,0.0001603112104930915,0.00022510201088152826,0.00025721379643073305,0.0001717909617582336,"EMLP-SO$^+$(1,3)"
27,ParticleInteraction,30,,30000,SO13p,trial27/,0.00014047990068017196,0.00016746943292673678,0.0011533445212990046,0.00015640528727089986,"EMLP-SO$^+$(1,3)"
28,ParticleInteraction,1000,,30,SO13,trial28/,0.03457681089639664,0.5170748561620713,0.003041708725504577,0.4632815718650818,"EMLP-SO(1,3)"
29,ParticleInteraction,1000,,100,SO13,trial29/,0.000544018461368978,0.008862301195040344,1.872826942417305e-05,0.00670384825207293,"EMLP-SO(1,3)"
30,ParticleInteraction,1000,,300,SO13,trial30/,9.651882282923907e-05,0.0023329216812271623,0.0012223405647091568,0.0032841041102074087,"EMLP-SO(1,3)"
31,ParticleInteraction,900,,1000,SO13,trial31/,0.00019032945419894531,0.0005225410510320217,0.0007140137313399464,0.0005687816155841574,"EMLP-SO(1,3)"
32,ParticleInteraction,300,,3000,SO13,trial32/,0.00018049135299709937,0.00029021293739788233,0.0010809851810336113,0.0002356146796955727,"EMLP-SO(1,3)"
33,ParticleInteraction,90,,10000,SO13,trial33/,0.00013869116373825817,0.0002059835947875399,0.0010159170778933913,0.00015594801516272128,"EMLP-SO(1,3)"
34,ParticleInteraction,30,,30000,SO13,trial34/,0.0002275499845078836,0.00022936983150430025,0.0014597030822187662,0.0004312450473662466,"EMLP-SO(1,3)"
35,ParticleInteraction,1000,,30,O13,trial35/,0.026394203305244446,0.5225482076406479,1.1383241016460488e-07,0.4668508470058441,"EMLP-O(1,3)"
36,ParticleInteraction,1000,,100,O13,trial36/,0.00024694937746971846,0.0075067226774990555,0.007721498375758529,0.007024717750027776,"EMLP-O(1,3)"
37,ParticleInteraction,1000,,300,O13,trial37/,9.121830953517929e-05,0.0021440606273245067,0.0005034130299463868,0.007661720737814903,"EMLP-O(1,3)"
38,ParticleInteraction,900,,1000,O13,trial38/,0.00011599378558457829,0.0003038543174625374,0.0012659576605074108,0.00028326390020083636,"EMLP-O(1,3)"
39,ParticleInteraction,300,,3000,O13,trial39/,0.0001630331292593231,0.0003445749214733951,0.0009252388845197856,0.0003787405730690807,"EMLP-O(1,3)"
40,ParticleInteraction,90,,10000,O13,trial40/,0.0001744179884553887,0.00022997056075837463,0.0007348678191192448,0.00027134051197208464,"EMLP-O(1,3)"
41,ParticleInteraction,30,,30000,O13,trial41/,0.0001305582167939671,0.00013594969714176842,0.0008177486306522042,0.00013407023652689531,"EMLP-O(1,3)"
42,ParticleInteraction,1000,,30,SO13p,trial42/,0.002073603682219982,0.3616928204894066,6.161372039059643e-05,0.35043977200984955,"EMLP-SO$^+$(1,3)"
43,ParticleInteraction,1000,,100,SO13p,trial43/,0.00035723630571737885,0.00977557199075818,0.0014510797336697578,0.010542945470660925,"EMLP-SO$^+$(1,3)"
44,ParticleInteraction,1000,,300,SO13p,trial44/,0.00011635533883236349,0.002689715416636318,2.8524814865704684e-07,0.0071581637021154165,"EMLP-SO$^+$(1,3)"
45,ParticleInteraction,900,,1000,SO13p,trial45/,8.59692954691127e-05,0.0002227853547083214,0.0007109928410500288,0.00023024327674647793,"EMLP-SO$^+$(1,3)"
46,ParticleInteraction,300,,3000,SO13p,trial46/,0.0002186121855629608,0.00029534414352383465,0.001614017237443477,0.00032712101528886706,"EMLP-SO$^+$(1,3)"
47,ParticleInteraction,90,,10000,SO13p,trial47/,0.00015528526419075205,0.00021994207199895754,0.0018277111812494695,0.00018528970394982025,"EMLP-SO$^+$(1,3)"
48,ParticleInteraction,30,,30000,SO13p,trial48/,0.00016597675130469725,0.00018426033639116213,0.000684446917148307,0.0001674024315434508,"EMLP-SO$^+$(1,3)"
49,ParticleInteraction,1000,,30,SO13,trial49/,0.0066184853203594685,0.5504257827997208,0.07225599139928818,0.5233950912952423,"EMLP-SO(1,3)"
50,ParticleInteraction,1000,,100,SO13,trial50/,0.0005822553066536784,0.027548456378281117,0.019156052265316248,0.02960008941590786,"EMLP-SO(1,3)"
51,ParticleInteraction,1000,,300,SO13,trial51/,0.0001779708982212469,0.0029141696402803065,0.0022674950305372477,0.004880494205281138,"EMLP-SO(1,3)"
52,ParticleInteraction,900,,1000,SO13,trial52/,6.413731534848921e-05,0.00021597441955236718,0.0002377793425694108,0.000282095730653964,"EMLP-SO(1,3)"
53,ParticleInteraction,300,,3000,SO13,trial53/,0.00017414315031298125,0.00029771589470328763,0.0015127556398510933,0.0002423632176942192,"EMLP-SO(1,3)"
54,ParticleInteraction,90,,10000,SO13,trial54/,0.00017178915768454318,0.0002331064155441709,3.404381345717411e-07,0.0002473320346325636,"EMLP-SO(1,3)"
55,ParticleInteraction,30,,30000,SO13,trial55/,0.00013742492083110847,0.00016780517908046022,0.0002917481688200496,0.00016357930871890858,"EMLP-SO(1,3)"
56,ParticleInteraction,1000,,30,O13,trial56/,0.03225966542959213,0.5731601357460022,0.01868507917970419,0.5099915862083435,"EMLP-O(1,3)"
57,ParticleInteraction,1000,,100,O13,trial57/,0.0002930487389676273,0.012394016701728105,0.011510193347930908,0.009944274555891752,"EMLP-O(1,3)"
58,ParticleInteraction,1000,,300,O13,trial58/,8.16631072666496e-05,0.0017147822363767773,0.0026190479984506965,0.0017005757545121014,"EMLP-O(1,3)"
59,ParticleInteraction,900,,1000,O13,trial59/,9.17365905479528e-05,0.0003907243415596895,1.0776365797937615e-05,0.00043256962089799345,"EMLP-O(1,3)"
60,ParticleInteraction,300,,3000,O13,trial60/,0.00012476126115264682,0.00026899369913735427,1.3620096694921813e-07,0.0002103822334902361,"EMLP-O(1,3)"
61,ParticleInteraction,90,,10000,O13,trial61/,0.00020968932294636035,0.00026544657594058664,0.0007648384780623019,0.00020566074090311304,"EMLP-O(1,3)"
62,ParticleInteraction,30,,30000,O13,trial62/,0.00014783806230601234,0.00016514380331500433,0.0007155744242481887,0.0001631822597119026,"EMLP-O(1,3)"
